geography_type_norm,geography_id,county_name,geography_desc_full,total_units,speed_25_3,speed_100_20,speed_1000_100,pct_broadband_25mbps,pct_broadband_100mbps,county_fips,math_score_avg,reading_score_avg,total_students,n_districts,broadband_category
county,22005,Ascension Parish,"Ascension Parish, LA",59731,1.0,1.0,0.938390451,100.0,100.0,22005,0.0441442644021421,0.0440641097086186,212165.0,1.0,High-Speed
county,22007,Assumption Parish,"Assumption Parish, LA",11725,1.0,1.0,0.038123667,100.0,100.0,22007,-0.2978514214857808,-0.2973796479988823,34445.0,1.0,High-Speed
county,22009,Avoyelles Parish,"Avoyelles Parish, LA",21744,1.0,0.99995401,0.742089772,100.0,99.995401,22009,-0.4912049939792253,-0.4904661046857764,61223.0,1.0,High-Speed
county,22011,Beauregard Parish,"Beauregard Parish, LA",19070,1.0,1.0,0.111221814,100.0,100.0,22011,-0.2031930663857993,-0.2031059083541897,57271.0,1.0,High-Speed
county,22017,Caddo Parish,"Caddo Parish, LA",129603,1.0,0.999984568,0.50086032,100.0,99.9984568,22017,-0.4470277034174492,-0.4465224235049028,399982.0,1.0,High-Speed
county,22023,Cameron Parish,"Cameron Parish, LA",5315,1.0,1.0,0.000376294,100.0,100.0,22023,-0.180641982903166,-0.18092597774794353,12248.0,1.0,High-Speed
county,22025,Catahoula Parish,"Catahoula Parish, LA",5938,1.0,1.0,0.322330751,100.0,100.0,22025,-0.2782834638409157,-0.2777726391003305,14432.0,1.0,High-Speed
county,22033,East Baton Rouge Parish,"East Baton Rouge Parish, LA",232257,1.0,1.0,0.601153033,100.0,100.0,22033,-0.3289461212895536,-0.3285976814957977,558338.0,1.0,High-Speed
county,22035,East Carroll Parish,"East Carroll Parish, LA",3601,1.0,1.0,0.335740072,100.0,100.0,22035,-0.647953147111005,-0.6456936735840162,11023.0,1.0,High-Speed
county,22037,East Feliciana Parish,"East Feliciana Parish, LA",17168,1.0,1.0,0.114573625,100.0,100.0,22037,-0.5268870226951969,-0.5259425180132347,20026.0,1.0,High-Speed
county,22039,Evangeline Parish,"Evangeline Parish, LA",17107,1.0,1.0,0.646168235,100.0,100.0,22039,-0.2228572573894817,-0.2226039439019321,59597.0,1.0,High-Speed
county,22041,Franklin Parish,"Franklin Parish, LA",9769,1.0,1.0,0.468215785,100.0,100.0,22041,-0.4637198947273976,-0.46289626769584247,30507.0,1.0,High-Speed
county,22045,Iberia Parish,"Iberia Parish, LA",36097,1.0,1.0,0.507272072,100.0,100.0,22045,-0.2175481316685789,-0.2173457547670343,121696.0,1.0,High-Speed
county,22047,Iberville Parish,"Iberville Parish, LA",15923,1.0,1.0,0.407146894,100.0,100.0,22047,-0.37312730795725585,-0.3727024416382798,45363.0,1.0,High-Speed
county,22053,Jefferson Davis Parish,"Jefferson Davis Parish, LA",17204,1.0,1.0,0.362299465,100.0,100.0,22053,-0.1607979648835102,-0.16075273150969316,55532.0,1.0,High-Speed
county,22055,Lafayette Parish,"Lafayette Parish, LA",129347,1.0,1.0,0.803443451,100.0,100.0,22055,-0.1717831951785761,-0.1715330728158459,301494.0,1.0,High-Speed
county,22057,Lafourche Parish,"Lafourche Parish, LA",47558,1.0,1.0,0.304827789,100.0,100.0,22057,-0.1796690214614497,-0.1795248456515892,137143.0,1.0,High-Speed
county,22059,LaSalle Parish,"LaSalle Parish, LA",7855,1.0,1.0,0.786123488,100.0,100.0,22059,-0.1248627339011301,-0.1248325501554072,25517.0,1.0,High-Speed
county,22061,Lincoln Parish,"Lincoln Parish, LA",24420,1.0,1.0,0.133415233,100.0,100.0,22061,-0.1878640338905131,-0.1876816929104841,64170.0,1.0,High-Speed
county,22063,Livingston Parish,"Livingston Parish, LA",68446,1.0,1.0,0.577404085,100.0,100.0,22063,0.0249395171218712,0.024766173333359,253296.0,1.0,High-Speed
county,22067,Morehouse Parish,"Morehouse Parish, LA",14304,1.0,1.0,0.313618568,100.0,100.0,22067,-0.6485730489431468,-0.6470943080892997,42285.0,1.0,High-Speed
county,22069,Natchitoches Parish,"Natchitoches Parish, LA",22000,1.0,1.0,0.317454545,100.0,100.0,22069,-0.4177910755580337,-0.4170934103906909,63038.0,1.0,High-Speed
county,22071,Orleans Parish,"Orleans Parish, LA",213732,1.0,1.0,0.628721951,100.0,100.0,22071,-0.4597204358724364,-0.4591561852685929,431112.0,1.0,High-Speed
county,22073,Ouachita Parish,"Ouachita Parish, LA",82134,1.0,0.999987825,0.300703728,100.0,99.9987825,22073,-0.1965033765986063,-0.1963826134555319,272265.0,1.0,High-Speed
county,22075,Plaquemines Parish,"Plaquemines Parish, LA",12969,1.0,1.0,0.3607063,100.0,100.0,22075,0.1124562650838116,0.1120659293605189,50282.0,1.0,High-Speed
county,22081,Red River Parish,"Red River Parish, LA",4489,1.0,1.0,0.195366451,100.0,100.0,22081,-0.6524715993376792,-0.6504855659676267,12951.0,1.0,High-Speed
county,22085,Sabine Parish,"Sabine Parish, LA",17266,1.0,1.0,0.046218001,100.0,100.0,22085,-0.2589527420550158,-0.2586316239919392,41641.0,1.0,High-Speed
county,22087,St. Bernard Parish,"St. Bernard Parish, LA",20695,1.0,1.0,0.473061126,100.0,100.0,22087,-0.0952929973066074,-0.0951802623114187,65438.0,1.0,High-Speed
county,22089,St. Charles Parish,"St. Charles Parish, LA",22792,1.0,1.0,0.695989821,100.0,100.0,22089,0.0590446937317582,0.058867708384034795,92852.0,1.0,High-Speed
county,22091,St. Helena Parish,"St. Helena Parish, LA",5875,1.0,1.0,0.389617021,100.0,100.0,22091,-1.133400050988786,-1.130474227462493,11120.0,1.0,High-Speed
county,22093,St. James Parish,"St. James Parish, LA",10121,1.0,1.0,0.538385535,100.0,100.0,22093,-0.2060003563614373,-0.2057244214542081,36396.0,1.0,High-Speed
county,22095,St. John the Baptist Parish,"St. John the Baptist Parish, LA",19822,1.0,1.0,0.292503279,100.0,100.0,22095,-0.3778713224216251,-0.37730970502657585,61735.0,1.0,High-Speed
county,22097,St. Landry Parish,"St. Landry Parish, LA",44196,1.0,1.0,0.367657707,100.0,100.0,22097,-0.4060298531291955,-0.4055652596389138,142008.0,1.0,High-Speed
county,22099,St. Martin Parish,"St. Martin Parish, LA",29488,1.0,1.0,0.468258275,100.0,100.0,22099,-0.3263671551452486,-0.3259912420453096,78086.0,1.0,High-Speed
county,22101,St. Mary Parish,"St. Mary Parish, LA",28979,1.0,1.0,0.213223369,100.0,100.0,22101,-0.18718769553692494,-0.1870213050248133,93006.0,1.0,High-Speed
county,22103,St. Tammany Parish,"St. Tammany Parish, LA",127908,1.0,0.999992182,0.526120336,100.0,99.9992182,22103,0.0580294754133745,0.0578154662267287,375780.0,1.0,High-Speed
county,22105,Tangipahoa Parish,"Tangipahoa Parish, LA",70392,1.0,0.999971588,0.454156722,100.0,99.9971588,22105,-0.499162470314121,-0.49847843257051955,189056.0,1.0,High-Speed
county,22107,Tensas Parish,"Tensas Parish, LA",3559,1.0,1.0,0.266647935,100.0,100.0,22107,-0.6840972456513067,-0.6809688588044857,6500.0,1.0,High-Speed
county,22109,Terrebonne Parish,"Terrebonne Parish, LA",56617,1.0,1.0,0.502446262,100.0,100.0,22109,-0.1939429932042468,-0.19384982742960538,172396.0,1.0,High-Speed
county,22111,Union Parish,"Union Parish, LA",13565,1.0,1.0,0.075193513,100.0,100.0,22111,-0.4764953208506177,-0.475554282182631,29650.0,1.0,High-Speed
county,22115,Vernon Parish,"Vernon Parish, LA",25176,1.0,0.99996028,0.416388624,100.0,99.99602800000001,22115,0.0500393444671064,0.0497511958296619,78955.0,1.0,High-Speed
county,22117,Washington Parish,"Washington Parish, LA",24673,1.0,1.0,0.706237588,100.0,100.0,22117,-0.46898045762583485,-0.4684063268821294,73534.0,1.0,High-Speed
county,22121,West Baton Rouge Parish,"West Baton Rouge Parish, LA",13898,1.0,1.0,0.53676788,100.0,100.0,22121,-0.2860681887737731,-0.2856804970506401,33534.0,1.0,High-Speed
county,22123,West Carroll Parish,"West Carroll Parish, LA",5637,1.0,1.0,0.680681213,100.0,100.0,22123,-0.2935427802611817,-0.2928740008951994,21009.0,1.0,High-Speed
county,22127,Winn Parish,"Winn Parish, LA",7710,1.0,1.0,0.0,100.0,100.0,22127,-0.3284516588700728,-0.327785429154127,24515.0,1.0,High-Speed
county,23001,Androscoggin County,"Androscoggin County, ME",55182,1.0,1.0,0.628574535,100.0,100.0,23001,-0.0745824073606119,-0.0720471036497691,93403.0,1.0,High-Speed
county,23003,Aroostook County,"Aroostook County, ME",42444,1.0,0.99997644,0.395580058,100.0,99.997644,23003,0.0099698728691719,0.0098925794313531,88955.0,1.0,High-Speed
county,23005,Cumberland County,"Cumberland County, ME",175512,1.0,1.0,0.535376498,100.0,100.0,23005,0.2791429915701794,0.2786371124783618,357640.0,1.0,High-Speed
county,23007,Franklin County,"Franklin County, ME",23642,1.0,1.0,0.660265629,100.0,100.0,23007,0.0127467166156525,0.012659247619829301,41101.0,1.0,High-Speed
county,23009,Hancock County,"Hancock County, ME",44797,1.0,1.0,0.479317811,100.0,100.0,23009,0.1624570539956732,0.1621147731829324,63151.0,1.0,High-Speed
county,23011,Kennebec County,"Kennebec County, ME",71056,1.0,1.0,0.50318059,100.0,100.0,23011,0.0301361472039023,0.030034507116379,152474.0,1.0,High-Speed
county,23013,Knox County,"Knox County, ME",27905,1.0,1.0,0.488156244,100.0,100.0,23013,0.1327340278417752,0.1324765702987704,41259.0,1.0,High-Speed
county,23015,Lincoln County,"Lincoln County, ME",25994,1.0,1.0,0.494306378,100.0,100.0,23015,0.0738280962687846,0.0736867158120275,37991.0,1.0,High-Speed
county,23017,Oxford County,"Oxford County, ME",39511,1.0,1.0,0.324795627,100.0,100.0,23017,-0.10700232407981411,-0.1067997718741056,78133.0,1.0,High-Speed
county,23019,Penobscot County,"Penobscot County, ME",83438,1.0,1.0,0.598779932,100.0,100.0,23019,0.1524145324225064,0.1521218314178757,187911.0,1.0,High-Speed
county,23021,Piscataquis County,"Piscataquis County, ME",15465,1.0,1.0,0.659941804,100.0,100.0,23021,-0.1313818716557821,-0.1309507744547786,22391.0,1.0,High-Speed
county,23023,Sagadahoc County,"Sagadahoc County, ME",21728,1.0,1.0,0.665776878,100.0,100.0,23023,0.1255366629936336,0.1253134916245592,47187.0,1.0,High-Speed
county,23025,Somerset County,"Somerset County, ME",32641,1.0,1.0,0.829570172,100.0,100.0,23025,-0.126498696050282,-0.1263948259186976,67569.0,1.0,High-Speed
county,23027,Waldo County,"Waldo County, ME",23896,1.0,0.999958152,0.525359893,100.0,99.99581520000001,23027,-0.048044191657011,-0.04809476737283149,45827.0,1.0,High-Speed
county,23031,York County,"York County, ME",132842,1.0,0.999992472,0.46546273,100.0,99.9992472,23031,0.1697422565373509,0.1695227784038748,264446.0,1.0,High-Speed
county,24001,Allegany County,"Allegany County, MD",37019,1.0,0.999945974,0.266916989,100.0,99.99459739999999,24001,0.086803193493985,0.0867221238740335,66613.0,1.0,High-Speed
county,24005,Baltimore County,"Baltimore County, MD",378602,1.0,0.999994717,0.681641935,100.0,99.9994717,24005,0.0419914413669068,0.0427308602209601,820521.0,1.0,High-Speed
county,24009,Calvert County,"Calvert County, MD",39056,1.0,1.0,0.488990168,100.0,100.0,24009,0.40664351594881387,0.406075900461919,126557.0,1.0,High-Speed
county,24011,Caroline County,"Caroline County, MD",15460,1.0,1.0,0.617335058,100.0,100.0,24011,0.1148991550312175,0.1147278114266114,41953.0,1.0,High-Speed
county,24017,Charles County,"Charles County, MD",70239,1.0,1.0,0.774384601,100.0,100.0,24017,0.0164567204251619,0.0164003952734237,201732.0,1.0,High-Speed
county,24019,Dorchester County,"Dorchester County, MD",19076,1.0,1.0,0.184367792,100.0,100.0,24019,-0.2615646394979659,-0.2608609534984753,35344.0,1.0,High-Speed
county,24021,Frederick County,"Frederick County, MD",120411,1.0,0.99998339,0.67054505,100.0,99.998339,24021,0.3156892344562896,0.3148697344706354,313184.0,1.0,High-Speed
county,24025,Harford County,"Harford County, MD",115122,1.0,0.999991314,0.316759612,100.0,99.9991314,24025,0.2810101981000391,0.2802771324353497,296576.0,1.0,High-Speed
county,24029,Kent County,"Kent County, MD",12215,1.0,1.0,0.766925911,100.0,100.0,24029,-0.1421922287409051,-0.1409128122888866,15490.0,1.0,High-Speed
county,24031,Montgomery County,"Montgomery County, MD",423192,1.0,0.999959829,0.846821301,100.0,99.9959829,24031,0.3243116521689067,0.3238339955606145,1129887.0,1.0,High-Speed
county,24035,Queen Anne's County,"Queen Anne's County, MD",25313,1.0,1.0,0.683561806,100.0,100.0,24035,0.3224690135870237,0.32153203217787324,59854.0,1.0,High-Speed
county,24037,St. Mary's County,"St. Mary's County, MD",50768,1.0,1.0,0.350181217,100.0,100.0,24037,0.2345778554843317,0.2343188303775487,129318.0,1.0,High-Speed
county,24039,Somerset County,"Somerset County, MD",13224,1.0,1.0,0.328947368,100.0,100.0,24039,-0.1326480065673121,-0.1322210847294004,21510.0,1.0,High-Speed
county,24041,Talbot County,"Talbot County, MD",22980,1.0,1.0,0.696997389,100.0,100.0,24041,0.0200970888620762,0.0203489642630227,33327.0,1.0,High-Speed
county,24043,Washington County,"Washington County, MD",71925,1.0,0.999972193,0.653611401,100.0,99.9972193,24043,0.0972124021493039,0.09724226433899838,174391.0,1.0,High-Speed
county,24045,Wicomico County,"Wicomico County, MD",50398,1.0,1.0,0.168419382,100.0,100.0,24045,-0.0520657837791646,-0.0517115258314104,110309.0,1.0,High-Speed
county,24047,Worcester County,"Worcester County, MD",62016,1.0,1.0,0.651799536,100.0,100.0,24047,0.5251404870676111,0.524093338208359,48307.0,1.0,High-Speed
county,24510,Baltimore city,"Baltimore city, MD",316536,1.0,1.0,0.958725074,100.0,100.0,24510,-0.6022508454741974,-0.5998511867562365,571302.0,1.0,High-Speed
county,25001,Barnstable County,"Barnstable County, MA",181731,1.0,1.0,0.476710082,100.0,100.0,25001,0.3945907469813449,0.39397494872483196,221647.0,1.0,High-Speed
county,25003,Berkshire County,"Berkshire County, MA",79522,1.0,1.0,0.171700913,100.0,100.0,25003,0.2079585520861004,0.2076220002323887,144475.0,1.0,High-Speed
county,25005,Bristol County,"Bristol County, MA",274223,1.0,1.0,0.377255008,100.0,100.0,25005,0.2469928691174076,0.2466247768333727,721837.0,1.0,High-Speed
county,25007,Dukes County,"Dukes County, MA",20000,1.0,1.0,0.3531,100.0,100.0,25007,0.5953437024716969,0.5941493397557498,17859.0,1.0,High-Speed
county,25009,Essex County,"Essex County, MA",367538,1.0,1.0,0.373068907,100.0,100.0,25009,0.2918812058284474,0.2914399851530799,1019534.0,1.0,High-Speed
county,25011,Franklin County,"Franklin County, MA",39961,1.0,1.0,0.689747504,100.0,100.0,25011,0.1815765391383202,0.1812626676043973,75981.0,1.0,High-Speed
county,25013,Hampden County,"Hampden County, MA",220474,1.0,1.0,0.813506354,100.0,100.0,25013,0.0162209373678837,0.0161543468376552,643260.0,1.0,High-Speed
county,25015,Hampshire County,"Hampshire County, MA",74961,1.0,1.0,0.634916823,100.0,100.0,25015,0.3162478122757539,0.3157206084998402,166005.0,1.0,High-Speed
county,25019,Nantucket County,"Nantucket County, MA",14343,1.0,1.0,0.625252737,100.0,100.0,25019,0.1042972507132872,0.10359729144354798,12207.0,1.0,High-Speed
county,25021,Norfolk County,"Norfolk County, MA",326395,1.0,1.0,0.428762696,100.0,100.0,25021,0.6433261152832985,0.6423965974877746,912880.0,1.0,High-Speed
county,25023,Plymouth County,"Plymouth County, MA",245251,1.0,1.0,0.344805934,100.0,100.0,25023,0.36355172883455494,0.3629959671590344,771437.0,1.0,High-Speed
county,25025,Suffolk County,"Suffolk County, MA",410793,1.0,1.0,0.653117263,100.0,100.0,25025,-0.0421287265056777,-0.0420677368709477,598307.0,1.0,High-Speed
county,26003,Alger County,"Alger County, MI",7224,1.0,1.0,0.018964563,100.0,100.0,26003,-0.1432051453839902,-0.1433205178789573,10825.0,1.0,High-Speed
county,26007,Alpena County,"Alpena County, MI",18355,1.0,1.0,0.086624898,100.0,100.0,26007,-0.1543727401965856,-0.1542523363693882,39497.0,1.0,High-Speed
county,26011,Arenac County,"Arenac County, MI",11999,1.0,1.0,0.094424535,100.0,100.0,26011,-0.1019548085777516,-0.10188687868843971,21965.0,1.0,High-Speed
county,26013,Baraga County,"Baraga County, MI",5833,1.0,1.0,0.642208126,100.0,100.0,26013,-0.2040716835674583,-0.2043591469305774,8574.0,1.0,High-Speed
county,26017,Bay County,"Bay County, MI",55499,1.0,1.0,0.015135408,100.0,100.0,26017,-0.1276064429367295,-0.1275170583463771,135978.0,1.0,High-Speed
county,26021,Berrien County,"Berrien County, MI",89704,1.0,0.999988852,0.396069295,100.0,99.9988852,26021,-0.0896418561643506,-0.089537675820849,228607.0,1.0,High-Speed
county,26023,Branch County,"Branch County, MI",25766,1.0,1.0,0.314173717,100.0,100.0,26023,-0.179429452499318,-0.1791014921241106,66398.0,1.0,High-Speed
county,26027,Cass County,"Cass County, MI",29718,1.0,1.0,0.740965072,100.0,100.0,26027,-0.0954579416402134,-0.0953748939891645,64819.0,1.0,High-Speed
county,26043,Dickinson County,"Dickinson County, MI",16483,1.0,1.0,0.258933447,100.0,100.0,26043,0.0389997400948264,0.0388201036790637,35736.0,1.0,High-Speed
county,26049,Genesee County,"Genesee County, MI",214403,1.0,1.0,0.28063973,100.0,100.0,26049,-0.183336206962392,-0.183208030418411,668100.0,1.0,High-Speed
county,26051,Gladwin County,"Gladwin County, MI",19562,1.0,1.0,0.016664963,100.0,100.0,26051,-0.1433098693948475,-0.1430502902703079,29991.0,1.0,High-Speed
county,26053,Gogebic County,"Gogebic County, MI",11939,1.0,1.0,0.079487394,100.0,100.0,26053,-0.1227529481087156,-0.1227286275690825,16085.0,1.0,High-Speed
county,26055,Grand Traverse County,"Grand Traverse County, MI",55656,1.0,0.999982032,0.11306957,100.0,99.9982032,26055,0.0736483618331717,0.0734464397130979,122581.0,1.0,High-Speed
county,26061,Houghton County,"Houghton County, MI",22216,1.0,1.0,0.19467951,100.0,100.0,26061,0.1412677821823175,0.1410428956824304,52806.0,1.0,High-Speed
county,26063,Huron County,"Huron County, MI",25660,1.0,1.0,0.285658613,100.0,100.0,26063,-0.0168932144697253,-0.0169139522594915,48100.0,1.0,High-Speed
county,26065,Ingham County,"Ingham County, MI",138540,1.0,0.999978346,0.65502382,100.0,99.9978346,26065,-0.0762169925618677,-0.0762119168977072,381054.0,1.0,High-Speed
county,26071,Iron County,"Iron County, MI",10702,1.0,1.0,0.426929546,100.0,100.0,26071,-0.1545625674534585,-0.1544590871977467,13257.0,1.0,High-Speed
county,26073,Isabella County,"Isabella County, MI",33703,1.0,1.0,0.694656262,100.0,100.0,26073,-0.070431353271301,-0.0704602254907151,65669.0,1.0,High-Speed
county,26075,Jackson County,"Jackson County, MI",79808,1.0,0.99996241,0.224751905,100.0,99.996241,26075,-0.1756571610873291,-0.1755265547492638,228980.0,1.0,High-Speed
county,26077,Kalamazoo County,"Kalamazoo County, MI",131475,1.0,0.999969576,0.44905115,100.0,99.9969576,26077,-0.0757559932171179,-0.0757447247191471,342221.0,1.0,High-Speed
county,26093,Livingston County,"Livingston County, MI",93466,1.0,0.999946505,0.309759699,100.0,99.9946505,26093,0.226241833523378,0.2258728329867156,277358.0,1.0,High-Speed
county,26095,Luce County,"Luce County, MI",4675,1.0,1.0,0.397005348,100.0,100.0,26095,-0.2447865200853214,-0.24484264351819462,7091.0,1.0,High-Speed
county,26099,Macomb County,"Macomb County, MI",413650,1.0,0.999997582,0.662925178,100.0,99.9997582,26099,-0.0876868874143907,-0.0876285396451751,1299055.0,1.0,High-Speed
county,26103,Marquette County,"Marquette County, MI",38600,1.0,1.0,0.028031088,100.0,100.0,26103,-0.0352296965147736,-0.0353264824650527,73039.0,1.0,High-Speed
county,26111,Midland County,"Midland County, MI",41192,1.0,1.0,0.042581084,100.0,100.0,26111,0.1962417685026234,0.1958833619255154,120165.0,1.0,High-Speed
county,26115,Monroe County,"Monroe County, MI",78670,1.0,0.999987289,0.273967205,100.0,99.9987289,26115,-0.0574439380116911,-0.0574470406093199,227532.0,1.0,High-Speed
county,26125,Oakland County,"Oakland County, MI",616198,1.0,0.999983771,0.543658045,100.0,99.9983771,26125,0.1856254936120193,0.1853597607066189,1783640.0,1.0,High-Speed
county,26131,Ontonagon County,"Ontonagon County, MI",6108,1.0,1.0,0.097740668,100.0,100.0,26131,-0.1532909500790511,-0.1533513882063443,5883.0,1.0,High-Speed
county,26141,Presque Isle County,"Presque Isle County, MI",11692,1.0,1.0,0.778309956,100.0,100.0,26141,-0.0706272699594917,-0.0705710894511973,14206.0,1.0,High-Speed
county,26145,Saginaw County,"Saginaw County, MI",99249,1.0,0.999949622,0.091174722,100.0,99.9949622,26145,-0.23745666482259162,-0.2371996405912263,280470.0,1.0,High-Speed
